company,address,city,telephone,type,description
Cv Satria,Jl Cigondewah,Bandung • Jawa Barat,,agrobisnis-produk-pangan,"Perusahaan kami menjual sepatu Boots/ Rain Boots Merk Trail
 Tersedia ukuran 25 ; 26 ; 27 Harga Bersaing."
Supplier Bibit Mawar,Perumahan Batu Permai Blok C/19 Batu,Batu • Jawa Timur,,agrobisnis-produk-pangan,Menyediakan Bibit Mawar dan Melayani Pengiriman Ke Berbagai Kota maupun Pulau Di Indonesia
SUSU KAMBING ETAWA,Jl. Suronatan NG II / 940 (timur TK ABA Suronatan) Ngampila,Yogyakarta • Yogyakarta,,agrobisnis-produk-pangan,Sehat Etawa adalah supplier susu kambing ettawa di Jogjakarta
PT. JAYA ABADI NUSANTARA INDONESIA,Sukawarna Baru 3,Bandung • Jawa Barat,,agrobisnis-produk-pangan,"Kami Perusahaan Expot dan Import dan trading company, khususnya bergerak dibidang perikanan untuk konsumsi lokal maupun internasional, bahan yang diproses (fillet atau pengeringan secara alami) dari hasil laut dan air tawar, tersedia dalam bentuk beku, segar dan kering.

Kami berhubungan langsung de"
Kacang Mbah Jo,Jl. Remaja II RT 02 RW 10 no.84 Kel.Tengah Kec. Kramat Jati Jakarta Timur,Jakarta Timur • Jakarta,,agrobisnis-produk-pangan,"Kacang Mbah Jo Merupakan unit usaha mandiri yang khusus memperdagangkan kacang mete. adapun jenis kacang mete yang kami miliki: 
 1. W320 ( utuh) 
 2. Ws ( belah Tengah) 
 3. Lp ( belah seperempat) 
 4. Sw ( belah seperdelapan) 
 5. BB ( potongan sangat kecil) 
 untuk fast respon silahkan kontak kam"
Le Phoria Farming - Karya Bumi Lestari,"Jl. Raya Tapos - Desa Kebayunan, Cimanggi",Depok • Jawa Barat,,agrobisnis-produk-pangan,"Kami adalah perusahaan agro budidaya Lele Sangkuriang untuk konsumsi. Dalam proses produksi ataupun pembesaran Lele Sangkuriang kami menerapkan sistim Organic ( tanpa bahan kimia) dan full pakan guna menjamin cita rasa serta kualitas produk Lele Sangkuriang yang kami hasilkan.
 Kemampuan total produ"
PT. Narmada Setia,Jl. H. Agus Salim C6/6 BJI,Bekasi • Jawa Barat,,agrobisnis-produk-pangan,"PT. Narmada Setia adalah Cromwell Authorized Dealer di Indonesia yang menjual kebutuhan tools dan equipment untuk kebutuhan Industri seperti: 
 cutting tools, abrasive & power tools, precision & laboratory equipment, workshop equipment, hand tools, fasterners, lubricant & chemical product, office su"
UTM Indonesia ( Universal Testing Machine),Jl. Radin Inten II No. 61B Duren Sawit,Jakarta • DKI Jakarta,,agrobisnis-produk-pangan,"Universal Testing Machine (UTM) merupakan mesin atau alat pengujian yang berfungsi untuk menguji tegangan tarik dan kekuatan tekan bahan atau material. Universal Testing Machine dapat disebut pula alat uji tarik telah terbukti bahwa ia dapat melakukan uji tarik secara standar, tes kompresi pada b"
ALTONSEAL,jl. pandugo 2,surabaya • Jawa Timur,,agrobisnis-produk-pangan,MECHANICAL SEAL EBARA FH AKN MECHANICAL SEAL GRUNDFOS CR CRN LP NF NK MECHANICAL SEAL SOUTHERN CROSS MECHANICAL SEAL LOWARA CE SH SHO CH MECHANICAL SEAL SIHI MECHANICAL SEAL KSB MECHANICAL SEAL FLYGT MECHANICAL SEAL ALFA LAVAL SOLID C LKH ALC MECHANICAL SEAL TRICLOVER MECHANICAL SEAL INOXPA MECHANIC
PT. DIMENSI MULTI KARYA,erkutut 1 no.46,tangerang • Jakarta,,bahan-bangunan,"Kami adalah sebuah perusahaan yang bergerak dalam bidang architectural glass dan alumunium fabricator.
 Perusahaan kami mengkhususkan pekerjaan pada pengadaan dan pemasangan kaca & pintu frameless, partisi kaca, curtain wall, komposit panel, jendela & pintu alumunium, shower hinge, gravier, sandblad"
Box Compression Tester,Jl. Radin Inten II No. 61B,Jakarta • DKI Jakarta,,agrobisnis-produk-pangan,"Box Compression Tester adalah mesin yang digunakan untuk menentukan kekuatan kompresi karton, kardus. Testing Indonesia sebagai penyedia produk pengujian menyediakan Box Compression Tester sesuai kebutuhan anda. Kami partner badan dan balai litbang Penelitian seperti BPPT, BATAN, LIPI, LAPAN, dll. d"
Aesthetic House,Jl. Tegal terik Rt. 03/I Trangsan Gatak SKH,Solo • Jawa Tengah,,agrobisnis-produk-pangan,
Pt.utama prakarsa mandiri,"RUKO PASAR MODERN, Blok R-05. Kota Harapan Indah",Bekasi • Jawa Barat,,bahan-bangunan,"PT.Utama Prakasa mandiri perusahaan yang Bergerak di bidang automatis gate, automatis door, automatis garage.
 KEY Automation
 DORMA
 P A D
 Teknisi berpengalaman memperbaiki segala macam merk pintu automatis."
"PONDOK DAYA, CV","Jl. Argandaru No. 7, Bukateja Purbalingga",Purbalingga • Jawa Tengah,,bahan-bangunan,"Kami, CV. Pondok Daya, Purbalingga.
 
 Kami memproduksi dan menjual gula jawa dengan 2 jenis gula 1. jawa yaitu jenis
 1. Gula Jawa Kristal ( bentuk seperti pasir untuk orientasi ekspor) 
 2. Gula Jawa Biasa.
 
 TIPE GULA BIASA
 
 Untuk Gula Jawa Biasa yang kami jual, tipenya bisa dibedakan berdasar"
Sukses Makmur,Ruko Plaza Menteng Blok C No.3 Lippo Cikarang,Bekasi • Jawa Barat,,bahan-bangunan,"Sukses Makmur adalah perusahaan yang bergerak dalam bidang perdagangan umum melayani partai besar maupun kecil. Untuk barang-barang yang di perdagangkan bervariasi mulai dari jasa jual beli properti, makanan, jasa pembutan speaker aktif, kayu triplek untuk furniture, madu, minyak wangi dll. Bagi and"
Abadi Bakti Persada,Jl. KH. Hasyim Ashari No 170 C,Jakarta • Jakarta,,bahan-bangunan,"Abadi Bakti Persada : bergerak di bidang jasa pemasangan rolling door, folding gate, canopy, awning, pagar, tralis, railing tangga, krey, partisi gyipsum, kusen alumunium, cat duko / melamik, konstruksi beton / besi, sipil bangunan, dan lain-lain yang berhubungan dengan besi, alumunium, stainless st"
Bangun Karya Puspita,Jl. Jamrut narogong,bekasi • Jawa Barat,,bahan-bangunan,Perusahaan kami berbagai pemesanan konstruksi dan distributor bermacam-macam sesuai dengan keadaan dan keinginan konsumen. berapa produk kami sekarang berupa: - Distributor Alumunium Composite Panel ( ACP) dan pemasangan - Pemesanan Kitchen Set dengan bahan metal - Pemasanan Baja ringan dan pemasang
Mandala citra mandiri,JAKARTAi,Jakarta • Jakarta,,bahan-bangunan,"kami menyediakan produk-produk direk selling dan kamimenyediakan produk yang anda cari produk kami al-qur' an reADpen, JUICER, VACUM CLINER happy call ukuran 28, 30, 32cm, wok marble ukuran 32 cm, wok marble ukuran30 cm, ball pan cetakan, cetakan pukis, cetakan lumpur 7 lubang dan 12 lobang, cetakan"
PT. BIOTECH INTERNATIONAL,Jl. Jimbaran blok 5b No.7,Jakarta Barat • Jakarta,,bahan-bangunan,"Mengapa septictank beton ( konvensional) sering bau, cepat penuh & tidak ramah lingkungan? 
 
 Karena tangki septik konvensional masih memakai metode resapan, sehingga mencemari lingkungan dengan bakteri patogen dari tinja atau limbah urine, yang dapat membahayakan kesehatan manusia dan lingkungan,"
PT. GLOBAL METAL ENGINEERING,Jln. Mangga Besar 1 no. 63 F/G,Jakarta • Jakarta,,bahan-bangunan,"PT. Global Metal Engineering adalah distributor tunggal aluminium composite panel merek Alubond USA di Indonesia. Alubond USA adalah merek ACP dari Amerika serikat dengan 4 basis produksi di dunia ( eropa, asia, uae) dan mempunyai kapasitas produksi terbesar di dunia 15.000.000 sqm. Produk ini sudah"
Antonku Property,Jl. Nuansa Timur XI No. 16 Perum Kori Nuansa Jimbara,Jimbaran • Bali,,bahan-bangunan,"Kami menyediakan jasa konstruksi pembangunan rumah, pabrik, restaurant, peralatan dapur restaurant, jasa konsultasi restaurant, delivery service"
PT.INTEGRA MINING NUSANTARA,Patra Jasa Building 11th Floor Jl. Jend. Gatot Soebroto Kav. 32-34,Jakarta • Jakarta,,bahan-bangunan,
Engenering Procrutmen Contruction & Design Engeneering,Harmoni Plaza K 8 -9 Jl Sukohardjo No 2 Harmoni,Jakarta • Jakarta,,bahan-bangunan,"Mengerjakan, steel structure, storage tank carbon steel atau stainless steel, Pipe line, water wash treatment plant dan pekerjaan steel lainnya
 Mengerjakan Instalasi Listrik TM, TR, Power Pant, Instalasi Genset, Pembuatan Panel, Cubical, Transformer, ATS, AMF etc,"
IFUN JAYA Finishing,"Jl. Letjend Soeprapto 9, Kradenan, Buara",Pekalongan • Jawa Tengah,,bahan-bangunan,"Bisnis kami mengkhususkan pada layanan Finishing untuk industri percetakan.
 Kami memberikan hasil berkualitas tinggi dengan harga logis.
 Kami mampu melayani kebutuhan proyek Anda pada: 
 - UV Coating Varnish ( mengkilap) 
 - UV Spot ( mengkilap mengikuti kontur gambar) ex. cover novel
 - Laminatin"
Ubiserv,jl. Segar No. 52 Komp Ujung Berung Indah,Bandung • Jawa Barat,,bahan-bangunan,"- Menerapkan IT dan Solusi Cyber demi meningkatkan produktivitas kerja yang cepat, mudah, efektif dan efisien bagi anda ataupun perusahaan anda.
 - Ubiserv bergerak dibidang perdagangan, jasa komputer, Property"
Anugrah Sejati Bogor,Komplek Laladon Asri Blok A No.11 Laladon Cioma,Bogor • Jawa Barat,,bahan-bangunan,"Kami Distributor Amplas , Batu Gerinda dan batu Cuting dengan merk Ribben, Ekoben, Ecohand dan Resindo dengan berbagai macam bentuk ukuran dan grit. Kami berdomisili di Bogor Siap mendistribusikan keberbagai daerah di Indonesia. dengan harga bersaing dan kualitas yang bermutu, kami siap memenuhi keb"
Mila Perabot Kayu,JL.kalumbuk No.33,Padang • Sumatera Barat,,bahan-bangunan,arxnerius. adalah perusahaan baru yang sedang berjalan di bidang product pemasaran. seperti product sotiran dari daerah lokal. berdomisili dii area Sumatera Barat. serta bermitra dalam berbisnis lokal maupun interlokal. dengan tujuan internasional.
pintu bahagia membawa rejeki,"jl.wonorejo timur no : 152 rungkut,surabaya",surabaya • Jawa Timur,,bahan-bangunan,"pemasangan, service, pintu besi garasi& tunggal, alumunium door& window finish good, pintu kayu, kusen, rel komponen sliding, penyekat ruangan dll. hotline"
masanita_ group,Jl. Gubernur Suryo,Jombang • Jawa Timur,,bahan-bangunan,""" Working Class Hero"" ( JL) , Contractor, Developer, Property and general contractor."
CV. ELECTRO BUDY PERKASA,jl. tambang barat 04 (GKB) / jl. KH. Kholil no 04 yosowilangu,gresik • Jawa Timur,,bahan-bangunan,"kami adalah perusahaan yang bergerak di bidang listrik, dan telah berpengalaman menangani mesin - mesin listrik baik 1 phase maupun 3 phase, besar atau kecil. disini kami menawarkan kerjasama untuk jasa servis dan penggulungan , di antaranya sebagai berikut: 
 
 1. Generator 3 phase
 2. Electro moto"
mitra mandiri sepakat,jl.manggar patrang jember,jember.jawatimur • Jawa Timur,081332323020/08573331443,bahan-bangunan,"specialis pintu besi garasi "" WINA"" , alumunium, kusen, komponen rel sliding & folding, penyekat ruangan
 
 pabrikasi, pemasangan, service, pintu garasi & tunggal, alumunium door & window finish good, pintu kayu, kusen, rel komponen sliding, penyekat ruangan dll. hotline: 0813 3232 3020/ 08573331443"
Nusantara Cahaya Djaya,jl h raisan 003/03 no 25 kelapa dua,kebon jeruk • Jakarta,,bahan-bangunan,Kami adalah perusahaan yang bergerak dalam perdagangan komoditas dan jasa. melayani permintaan konsumen dan penjualan dari produk kami.
Pesona Burangkeng Lestari,"Pondok Kopi Indah blok PD no 11, Jakarta Timur",Jakarta • Jakarta,030,bahan-bangunan,"Lokasi hanya 300 m dari jl. raya setu, 30 menit dari kawasan industri MM2100. 30 Menit dari pintu tol cibitung, dekat kota wisata, green relief residence, metland cileungsi
 spek: pondasi cakar ayam , baja ringan dan bata merah, closed jongkok shower, car port, kusen kamper setara, keramik 40x40"
Bright Paint,jl. Banjaran km.14.1,kab Bandung • Jawa Barat,,bahan-bangunan,"Bahan baku Pembuatani cat tembok ( Calcium Carbonate, Pigment waterbased, Binder Acrylic, Natrosol dsb) 
 Kami juga menyediakan Berbagai jenis Adhesive/ Lem Acrylic ( Vinyl, Styrene, Pvac dsb) 
 kami juga menjual Cat tembok Berkualitas."
PD TEGUH MULYA,Jl pondok Bambu Batas No 5 Pondok Bambu,Jakarta Timur •,,bahan-bangunan,"Kami menerima pesanan kusen pintu jendela dari kayu Jati kamper samarinda, meranti kruing. pintu minimalis loster kusen pintu finishing melamic"
PT DUTA PARASINDO JAYA,Barat Alun -Alu,Lumajang • Jawa Timur,,bahan-bangunan,Menjual hasil tambang pasir besi sudah melalui proses separator dengan kadar kandungan FE 55% up ( 56% - 58% )
TURNSTILE INDONESIA,jln bangena uatra no 80 bloka31,JAKARTA • Jakarta,,bahan-bangunan,"PERUSAHAAN KAMI MENJUAL TURNSTILE YG DAPAT DIGABUNGKAN ACCESS CONTROL DGN PRODUK BERKUALITA S TINGGI YG BANYAK DIPASANG DI INDNESIA DGN PRODUK BERKUALITAS DAN TDK GAMPANG RUSAK, AWET DAN TAHAN LAMA DGN KUALITA SPRODUK TERJAMIN DUNIA YG BANYAK DINSTALL OLEH KAMI DI INDONESIA UNTUK MELINDUNGI AGAR ORA"
Effort Pratamaindo,Jl. Anggrek No. 3,Pematangsiantar/ Medan • Sumatera Utara,,bahan-bangunan,"EFFORT PRATAMAINDO merupakan anak perusahaan OSAKA MANDIRI yang saat ini sedang berkembang. Melihat banyaknya permintaan dari daerah Sumatera Utara maka OSAKA MANDIRI telah membuka anak perusahaannya di Sumatera Utara , yang bergerak dibidang Suplier Cat, Thiner, Melamik dan Jasa Pengecatan Lantai ("
PIPA HDPE,Jl. Kutai 67 Surabaya,Surabaya • Jawa Timur,,bahan-bangunan,PIPA HDPE WAVIN BLACK merupakan sistem perpipaan yang terpercaya dengan karakteristik yang istimewa dan sesuai untuk aplikasi air minum karena terbuat dari Polyethylene ( PE) . Materialnya memiliki tingkat keretakan yang sangat rendah dan elastisitas yang tinggi sehingga memiliki life time lebih dar
FENA LESTARI,"Cluster Meadow Green, Jl. Pinus 1 No. 82, Lippo Cikarang",Bekasi • Jakarta,,bahan-bangunan,
Baja Prima Persada,Jakarta Barat,Jakarta • Jakarta,,bahan-bangunan,Kami merupakan perusahaan yang memposisikan diri sebagai ahli konstruksi rangka atap baja ringan yang berkomitmen memenuhi kebutuhan pelanggan akan kekuatan struktur dengan harga yang sangat bersahabat.
PT.Arga Dimensi Baru,DKI Jakarta,Cibubur • Jakarta,,bahan-bangunan,"Bekerja dibidang konstruksi Baja Berat/ Ringan. Pagar/ Gerbang, Kanopy, Reilling tangga, dll"
J.Lo Design & Papier Peint Wallpaper Shop,Jalan Merdeka 140,Ketapang • Kalimantan Barat,,bahan-bangunan,"Desainer Interior
 
 Kami juga menyediakan ratusan tipe Wallpaper dengan berbagai tipe, warna dan motif yang sesuai dengan minat dan keperluan Anda serta harga yang terjangkau.
 
 Berbagai jenis wallpaper kami sediakan bagi Anda yang ingin mempercantik rumah dengan wallpaper. Dari minimalis, modern,"
abcdesign,"Jl. Sunan Ampel No. 181, Bugul Kidul, Pasurua",Pasuruan • Jawa Timur,08175161932/081332663489,bahan-bangunan,"Kami menerima jasa untuk desain dan pembuatan: ~ Stan Pameran / booth pameran ~ Dekorasi interior ~ Panel display ~ Backdrop ~ Neon box, huruf timbul, ACP, dll. Kontak kami: ABCDesign | Reimaging And Design Factory Kompleks Pertokoan Cemara Indah, Jl. Cemara Kav.7, Pasuruan, Jatim 67125 Mobile / WA: 0817 5161 932 / 0813 3266 3489 FB/IG: ABC Design"
Alco Prima Sejati,"Jl. Raya Boulevard Barat, Kelapa Gading",Jakarta • Jakarta,,bahan-bangunan,"We sell Aluminium Composite Panel ( ACP) with high quality from Taiwan. We could offer the soonest service to our clients.
 
 Coolgoal panel is Composed of a polyethylene ( PE) core between two aluminum sheets, and coated with Polyester resin or extra-durable PVDF ( fluorocarbon) resin as a composit"
PT.Putraintimandiri,Jln.SMP Prisma No.21 Pancoran Ma,DEPOK • Jawa Barat,,bahan-bangunan,"Kami bergerak di bidang perpipaan dan untuk melayani kebutuhan anda.kami menjual dan menerima jasa instalasi perpipaan diantaranya HDPE, PVC, PPR, SUBDAK, CARBON STEEL DAN LAINYA.kami jga menyediakan fetting penyambungan dan accesories perpipaan"
PT. National Energy Solutions,"wisma 76, 23rd floor. Jl. Letjen S. Parman Kav. 76, Slipi",Jakarta Barat • Jakarta,,bahan-bangunan,"PT. NES adalah perusahaan yang bergerak di berbagai bidang energi dengan motto "" Perfect Balance"" . Selain bidang energi, kami juga menyediakan layanan konsultasi dan pengadaan bahan-bahan kimia industri."
CV.NAIRA ABADI,Jl. Letnan Jendral Soetoyo No. 32,Jakarta • Jakarta,,bahan-bangunan,JUAL DYMO LABEL UNTUK KEBETUHAN KANTOR ANDA ELECTRICAL LABEL BARCODE LABEL INVENTARIS LABEL INDUSTRIAL LABEL
KAYYISA SHOP,"Jl. kaliurang km. 17,5",Yogyakarta • Yogyakarta,,bahan-bangunan,Kayyisa shop menjual berbagai merk cloth diaper / popok kain modern
UD. NAPTA SEJAHTERA,Jalan Wisma Tengger 7 No.8,SURABAYA • Jawa Timur,,bahan-bangunan,"Perusahaan kami bergerak dibidang supply dan pemasangan Batu Alam Indonesia dan Marmer Indonesia.
 Kami sudah banyak mengerjakan proyek perumahan, mall dan appartemen.
 Kami juga menerima jasa servis generator diatas 5 PK untuk kapal, pabrik, peternakan dll, 
 Dan selain itu percetakan juga Kami ker"
TRIMBLE GPS MAPPING | SPECTRA PRECISION| NIKON TOTAL STATION | NIKON THEODOLITE| NIKON AUTOMATIC LEVEL,Jl. Ciputat Raya No. 100B Kebayoran Lama,Jakarta Selatan • Jakarta,,bahan-bangunan,"PT. GPS Lands Indo Solutions
 Founded on July 12, 2006, PT. GPS Lands Indo Solution is a leader for providing total positioning technologies solutions ( for survey and mapping) for geographical territory of Indonesia. Placed at South of Jakarta, Indonesia, PT. GPS Lands Indo Solution provides array"
CV.NAIRA ABADI,Jl. LetJend Soetoyo No. 32,Jakarta Timur • Jakarta,,bahan-bangunan,JUAL STAPLES RAPID R23 GUN TUCKER DENGAN UKURAN 14/ 4 13/ 8 19/ 8 MERK RAPID. WARNA RAPID R23 ADALAH CHROME SANGAT EKONOMIS DAN SEMUA TERBUAT DARI BAHAN METAL
mitra scale,ekasi jawa barat,bekasi • Jawa Barat,,bahan-bangunan,membuat pondasi serta kontruksi jembatan timbang dan floor scale dengan segala jenis ukuran serta kapasitas
Adikarya Pradana,Bukit Jaya,Semarang • Jawa Tengah,,bahan-bangunan,"Kami adalah perusahaan yang berdomisili di Semarang, Jawa Tengah, yang bergerak di bidang jasa aplikator waterproofing bangunan serta epoxy lantai atau dinding.
 Dimana aplikasi waterproofing sendiri adalah untuk mencegah rembesan air yang masuk dari luar rumah ( akibat hujan) sehingga dapat menyeba"
PT Putra Inti Mandiri,Jln SMP Prisma Nomer 21 pancoranmas sawangan depok,jakarta timur • Jawa Barat,,bahan-bangunan,"Kami perusahaan yang bergerak dibidang kontraktor dan suplay perpipaan.untuk memenuhi kebutuhan anda.adapun aplikasi yang kami tawarkan adalah untuk hydran, irigasi, gas, air panas, air dingin, limbah, air bersih, kimia dan banyak kegunaan lainya.jenis pipa yang kami tawarkan khusunya PIPA HDPE."
ANEKA SUKSES DECORINDO,Jl. RaSela No.12 Johar baru Jak-Pu,Jakarta Pusat • Jakarta,,bahan-bangunan,"Kami adalah perusahaan yang bergerak dibidang Supplier Material Interior baik untuk keperluan kantor maupun keperluan rumah tangga seperti, Wallpaper Dinding, Karpet, Gordyn, Fashion Blind, Laminate Floor, Fabric, Vinyl, Vertical Blind, Horizontal Blind, Roller Blind, Kaca Film Solux, Parquet, dll.K"
Artha Ekatama Global Indo Sejahtera,GPA M-33,Surabaya • Jawa Timur,,bahan-bangunan,Perusahaan yang bergerak dalam bidang Perdagangan Umum dan FOKUS pada produk KAYU OLAHAN dan Luasan Lininya.
IMS GENSET,JL. Cempaka Putih Barat XXI No.14,Jakarta Pusat • Jakarta,,bahan-bangunan,"Rental Genset & Sales
 Gas Engine & Diesel Genset
 Service, Installation & Parts Supply
 Mechanical Electrical & Electrical Cable Accessories"
"Bakti Raja Dsign, Interior, Exterior Contractor Indonesia","JL Raya Indoporlen No.117 Rt03,Rw016 Tanbun Selatan Kota Bekasi",Bekasi • Jawa Barat,,bahan-bangunan,"kami bergerak di bidang pemasngan gypsum, list gypsum.dan mengerjakan dari berbagai design bentuk plafond gypsum, partisi gypsum, list gypsum serta menyediakan bahan plafond gypsum dari berbagai merek, dan list gypsum dari berbagai motif,"
Citra Jaya Interior Spesialis Gypsum,Jl. Gatot Subroto no 38 kaliulu Cikarang Utara,Cikarang • Jawa Barat,,bahan-bangunan,"Citra Jaya Interior adalah badan usaha penjualan produk gypsum Serta Melayani Jasa Pemasangan Plafon Gypsum, Partisi Gypsum, List Profil Gypsum, Drop Ceiling, dan segala macam produk gypsum dengan kualitas baik.
 
 Kami melayani pemasangan plafond gypsum, partisi gypsum dengan dengan berbagai merk d"
CV.MITRPRIMA GLOBALINDO,Central Park@Podomoro City;Garden Shopping Arcade Blok B No.8 DH ; Jl. S Parma,Jakarta • Jakarta,,bahan-bangunan,"Mitraprima Globalindo adalah distributor resmi uPVC Broco Window System dari Broco Group dan Authorized Reseller Smartruss. Produk yang environmental care menjadi andalan kami seperti : uPVC BROCO Window, LeichtBric, uPVC Ceiling FASTER dan Smartruss. Untuk melengkapi penjualan, jasa aplikasi juga k"
